invoice_id,customer_id,date,action,outcome,remaining_amount_before,amount_recovered,remaining_amount_after,status_after,promise_date,human_decision,message_language,message_source,message_fallback_reason,message_text
INV00040,CUST0022,2026-03-01,firm_reminder,pay,781392.5,781392.5,0.0,paid,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199579, Requested 732. Please try again in 2m14.352s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Fisher-Hayden, invoice INV00040 (INR 781,392.50) ab 62 din se overdue hai, due date 2025-12-29 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00041,CUST0017,2026-03-01,gentle_reminder,ignore,452497.54,0.0,452497.54,overdue,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199571, Requested 730. Please try again in 2m10.032s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Hale and Sons, hope you're doing well. Just a quick note that invoice INV00041 for INR 452,497.54 was due on 2026-02-22. If you've already paid, please disregard this message. Otherwise, please let us know if you need anything from our side to process this. Thanks!"
INV00042,CUST0026,2026-03-01,gentle_reminder,pay,178179.93,178179.93,0.0,paid,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199565, Requested 699. Please try again in 1m54.048s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Duffy Group, umeed hai aap theek honge. Bas ek reminder ki invoice INV00042 (INR 178,179.93) ki due date 2026-02-27 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00043,CUST0032,2026-03-01,gentle_reminder,pay,368218.95,368218.95,0.0,paid,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199557, Requested 1210. Please try again in 5m31.344s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Rodgers Group, hope you're doing well. Just a quick note that invoice INV00043 for INR 368,218.95 was due on 2026-02-20. If you've already paid, please disregard this message. Otherwise, please let us know if you need anything from our side to process this. Thanks!"
INV00044,CUST0009,2026-03-01,gentle_reminder,promise,283434.86,0.0,283434.86,promised,2026-03-09,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199550, Requested 697. Please try again in 1m46.704s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Cherry Inc, hope you're doing well. Just a quick note that invoice INV00044 for INR 283,434.86 was due on 2026-02-20. If you've already paid, please disregard this message. Otherwise, please let us know if you need anything from our side to process this. Thanks!"
INV00045,CUST0006,2026-03-01,gentle_reminder,ignore,462149.93,0.0,462149.93,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199544, Requested 1212. Please try again in 5m26.592s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Serrano Inc, umeed hai aap theek honge. Bas ek reminder ki invoice INV00045 (INR 462,149.93) ki due date 2026-02-23 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00046,CUST0002,2026-03-01,gentle_reminder,ignore,600484.83,0.0,600484.83,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199537, Requested 730. Please try again in 1m55.344s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Jones PLC, umeed hai aap theek honge. Bas ek reminder ki invoice INV00046 (INR 600,484.83) ki due date 2026-01-17 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00047,CUST0014,2026-03-01,gentle_reminder,pay,232850.33,232850.33,0.0,paid,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199530, Requested 701. Please try again in 1m39.792s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Brown, Harris and Becker, umeed hai aap theek honge. Bas ek reminder ki invoice INV00047 (INR 232,850.33) ki due date 2026-02-22 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00048,CUST0024,2026-03-01,gentle_reminder,partial,635394.84,361282.44,274112.4,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199523, Requested 699. Please try again in 1m35.904s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Peterson-Bell, umeed hai aap theek honge. Bas ek reminder ki invoice INV00048 (INR 635,394.84) ki due date 2026-01-23 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00049,CUST0014,2026-03-01,gentle_reminder,ignore,521946.49,0.0,521946.49,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199517, Requested 701. Please try again in 1m34.176s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Brown, Harris and Becker, umeed hai aap theek honge. Bas ek reminder ki invoice INV00049 (INR 521,946.49) ki due date 2026-02-05 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00050,CUST0028,2026-03-01,gentle_reminder,ignore,348781.91,0.0,348781.91,overdue,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199510, Requested 701. Please try again in 1m31.152s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Lane, Maldonado and Griffin, hope you're doing well. Just a quick note that invoice INV00050 for INR 348,781.91 was due on 2026-02-24. If you've already paid, please disregard this message. Otherwise, please let us know if you need anything from our side to process this. Thanks!"
INV00051,CUST0031,2026-03-01,gentle_reminder,ignore,745237.23,0.0,745237.23,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199503, Requested 731. Please try again in 1m41.088s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Brown-Tate, umeed hai aap theek honge. Bas ek reminder ki invoice INV00051 (INR 745,237.23) ki due date 2026-02-19 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00052,CUST0034,2026-03-01,gentle_reminder,pay,100601.11,100601.11,0.0,paid,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199496, Requested 1211. Please try again in 5m5.424s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Cole PLC, umeed hai aap theek honge. Bas ek reminder ki invoice INV00052 (INR 100,601.11) ki due date 2026-02-15 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00053,CUST0010,2026-03-01,gentle_reminder,ignore,662935.35,0.0,662935.35,overdue,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199489, Requested 733. Please try again in 1m35.904s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Garrison, Roberts and Thomas, hope you're doing well. Just a quick note that invoice INV00053 for INR 662,935.35 was due on 2026-02-26. If you've already paid, please disregard this message. Otherwise, please let us know if you need anything from our side to process this. Thanks!"
INV00054,CUST0030,2026-03-01,gentle_reminder,ignore,113636.64,0.0,113636.64,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199483, Requested 699. Please try again in 1m18.624s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Kelly-Carr, umeed hai aap theek honge. Bas ek reminder ki invoice INV00054 (INR 113,636.64) ki due date 2026-02-27 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00055,CUST0037,2026-03-01,firm_reminder,ignore,770511.39,0.0,770511.39,overdue,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199476, Requested 1212. Please try again in 4m57.216s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Rosario-Hernandez, invoice INV00055 for INR 770,511.39 is now 87 days past its due date of 2025-12-04. Please arrange payment at your earliest convenience, or reach out if there's an issue we can help resolve. We'd appreciate a response by end of week."
INV00056,CUST0017,2026-03-01,firm_reminder,ignore,103024.16,0.0,103024.16,overdue,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199469, Requested 698. Please try again in 1m12.144s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Hale and Sons, invoice INV00056 for INR 103,024.16 is now 73 days past its due date of 2025-12-18. Please arrange payment at your earliest convenience, or reach out if there's an issue we can help resolve. We'd appreciate a response by end of week."
INV00057,CUST0005,2026-03-01,gentle_reminder,ignore,219792.28,0.0,219792.28,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199462, Requested 730. Please try again in 1m22.944s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Davis Group, umeed hai aap theek honge. Bas ek reminder ki invoice INV00057 (INR 219,792.28) ki due date 2026-02-24 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00058,CUST0039,2026-03-01,gentle_reminder,ignore,233703.87,0.0,233703.87,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199456, Requested 730. Please try again in 1m20.352s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Smith PLC, umeed hai aap theek honge. Bas ek reminder ki invoice INV00058 (INR 233,703.87) ki due date 2026-02-28 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00059,CUST0021,2026-03-01,gentle_reminder,ignore,199292.96,0.0,199292.96,overdue,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199449, Requested 732. Please try again in 1m18.192s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Barnes, Sherman and Hernandez, hope you're doing well. Just a quick note that invoice INV00059 for INR 199,292.96 was due on 2026-01-18. If you've already paid, please disregard this message. Otherwise, please let us know if you need anything from our side to process this. Thanks!"
INV00060,CUST0016,2026-03-01,gentle_reminder,pay,32103.1,32103.1,0.0,paid,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199442, Requested 731. Please try again in 1m14.736s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Ward-Wright, umeed hai aap theek honge. Bas ek reminder ki invoice INV00060 (INR 32,103.10) ki due date 2026-02-28 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00061,CUST0032,2026-03-01,gentle_reminder,ignore,216946.06,0.0,216946.06,overdue,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199435, Requested 729. Please try again in 1m10.848s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Rodgers Group, hope you're doing well. Just a quick note that invoice INV00061 for INR 216,946.06 was due on 2026-01-23. If you've already paid, please disregard this message. Otherwise, please let us know if you need anything from our side to process this. Thanks!"
INV00062,CUST0028,2026-03-01,gentle_reminder,pay,561220.89,561220.89,0.0,paid,,,English,llm,,"Dear Lane, Maldonado and Griffin Team,

We hope you are well. This is a friendly reminder that invoice INV00062 for INR 561,220.89 was due on 2026‑02‑02 and is now 27 days overdue. Please let us know if you need any assistance or if the payment has already been processed.

Thank you for your attention."
INV00063,CUST0027,2026-03-01,gentle_reminder,pay,640695.41,640695.41,0.0,paid,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199626, Requested 700. Please try again in 2m20.832s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Beck, Brown and Miles, hope you're doing well. Just a quick note that invoice INV00063 for INR 640,695.41 was due on 2026-02-23. If you've already paid, please disregard this message. Otherwise, please let us know if you need anything from our side to process this. Thanks!"
INV00064,CUST0033,2026-03-01,gentle_reminder,ignore,616197.83,0.0,616197.83,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199619, Requested 701. Please try again in 2m18.24s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Rangel-Crawford, umeed hai aap theek honge. Bas ek reminder ki invoice INV00064 (INR 616,197.83) ki due date 2026-02-27 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00065,CUST0013,2026-03-01,gentle_reminder,promise,713127.09,0.0,713127.09,promised,2026-03-11,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199612, Requested 699. Please try again in 2m14.352s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Davis-Joseph, hope you're doing well. Just a quick note that invoice INV00065 for INR 713,127.09 was due on 2026-02-25. If you've already paid, please disregard this message. Otherwise, please let us know if you need anything from our side to process this. Thanks!"
INV00066,CUST0007,2026-03-01,gentle_reminder,ignore,190309.45,0.0,190309.45,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199605, Requested 732. Please try again in 2m25.584s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Mccoy PLC, umeed hai aap theek honge. Bas ek reminder ki invoice INV00066 (INR 190,309.45) ki due date 2026-02-19 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00067,CUST0027,2026-03-01,gentle_reminder,pay,738709.98,738709.98,0.0,paid,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199598, Requested 1213. Please try again in 5m50.352s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Beck, Brown and Miles, hope you're doing well. Just a quick note that invoice INV00067 for INR 738,709.98 was due on 2026-01-23. If you've already paid, please disregard this message. Otherwise, please let us know if you need anything from our side to process this. Thanks!"
INV00068,CUST0004,2026-03-01,gentle_reminder,ignore,55694.83,0.0,55694.83,overdue,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199591, Requested 1213. Please try again in 5m47.328s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Lewis, Miller and Barnes, hope you're doing well. Just a quick note that invoice INV00068 for INR 55,694.83 was due on 2026-02-25. If you've already paid, please disregard this message. Otherwise, please let us know if you need anything from our side to process this. Thanks!"
INV00069,CUST0004,2026-03-01,firm_reminder,pay,261646.97,261646.97,0.0,paid,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199585, Requested 700. Please try again in 2m3.12s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Lewis, Miller and Barnes, invoice INV00069 for INR 261,646.97 is now 74 days past its due date of 2025-12-17. Please arrange payment at your earliest convenience, or reach out if there's an issue we can help resolve. We'd appreciate a response by end of week."
INV00070,CUST0008,2026-03-01,gentle_reminder,ignore,160627.07,0.0,160627.07,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199578, Requested 698. Please try again in 1m59.232s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Ray Group, umeed hai aap theek honge. Bas ek reminder ki invoice INV00070 (INR 160,627.07) ki due date 2026-02-27 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00071,CUST0034,2026-03-01,gentle_reminder,promise,584421.19,0.0,584421.19,promised,2026-03-14,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199571, Requested 730. Please try again in 2m10.032s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Cole PLC, umeed hai aap theek honge. Bas ek reminder ki invoice INV00071 (INR 584,421.19) ki due date 2026-02-17 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00072,CUST0024,2026-03-01,gentle_reminder,ignore,76419.98,0.0,76419.98,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199565, Requested 699. Please try again in 1m54.048s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Peterson-Bell, umeed hai aap theek honge. Bas ek reminder ki invoice INV00072 (INR 76,419.98) ki due date 2026-02-23 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00073,CUST0006,2026-03-01,gentle_reminder,pay,610661.9,610661.9,0.0,paid,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199558, Requested 731. Please try again in 2m4.848s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Serrano Inc, umeed hai aap theek honge. Bas ek reminder ki invoice INV00073 (INR 610,661.90) ki due date 2026-01-31 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00074,CUST0025,2026-03-01,gentle_reminder,ignore,53667.01,0.0,53667.01,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199551, Requested 700. Please try again in 1m48.432s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Riley-Bryant, umeed hai aap theek honge. Bas ek reminder ki invoice INV00074 (INR 53,667.01) ki due date 2026-01-20 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00075,CUST0031,2026-03-01,gentle_reminder,ignore,268797.71,0.0,268797.71,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199544, Requested 699. Please try again in 1m44.976s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Hi Brown-Tate, umeed hai aap theek honge. Bas ek reminder ki invoice INV00075 (INR 268,797.71) ki due date 2026-02-02 thi. Agar payment already ho chuki hai to please ignore this message. Kuch bhi chahiye ho hamari taraf se to batayein. Thanks!"
INV00001,CUST0019,2026-03-06,firm_reminder,ignore,364972.32,0.0,364972.32,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199537, Requested 699. Please try again in 1m41.952s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Golden-Blair, invoice INV00001 (INR 364,972.32) ab 1 din se overdue hai, due date 2026-02-28 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
